date,cpi,neer,m2,ffr,ip,unrate,oil,gs10,baa
2003-10-01,184.900000,105.237490,6070.200000,1.010000,91.504900,6.000000,30.330000,4.290000,6.730000
2003-11-01,185.000000,104.854533,6075.700000,1.000000,92.126500,5.800000,31.090000,4.300000,6.660000
2003-12-01,185.500000,102.201173,6074.000000,0.980000,92.173200,5.700000,32.150000,4.270000,6.600000
2004-01-01,186.300000,100.096568,6082.200000,1.000000,92.326800,5.700000,34.270000,4.150000,6.440000
2004-02-01,186.700000,100.657748,6121.900000,1.010000,92.899500,5.600000,34.740000,4.080000,6.270000
2004-03-01,187.100000,102.491349,6158.000000,1.000000,92.536800,5.800000,36.760000,3.830000,6.110000
2004-04-01,187.400000,103.660456,6199.100000,1.000000,92.895700,5.600000,36.690000,4.350000,6.460000
2004-05-01,188.200000,105.419383,6275.900000,1.000000,93.584500,5.600000,40.280000,4.720000,6.750000
2004-06-01,188.900000,103.754065,6278.100000,1.030000,92.865100,5.600000,38.020000,4.730000,6.780000
2004-07-01,189.100000,102.440343,6291.300000,1.260000,93.550200,5.500000,40.690000,4.500000,6.620000
2004-08-01,189.200000,102.739395,6317.900000,1.430000,93.630100,5.400000,44.940000,4.280000,6.460000
2004-09-01,189.800000,102.204487,6352.300000,1.610000,93.735300,5.400000,45.950000,4.130000,6.270000
2004-10-01,190.800000,99.869823,6379.900000,1.760000,94.569500,5.500000,53.130000,4.100000,6.210000
2004-11-01,191.700000,95.984989,6406.500000,1.930000,94.801500,5.400000,48.460000,4.190000,6.200000
2004-12-01,191.700000,94.957302,6424.700000,2.160000,95.541500,5.400000,43.330000,4.230000,6.150000
2005-01-01,191.600000,96.066883,6431.000000,2.280000,95.878500,5.300000,46.840000,4.220000,6.020000
2005-02-01,192.400000,96.964156,6439.100000,2.500000,96.570900,5.400000,47.970000,4.170000,5.820000
2005-03-01,193.100000,95.860020,6448.400000,2.630000,96.434500,5.200000,54.310000,4.500000,6.060000
2005-04-01,193.700000,97.451610,6462.000000,2.790000,96.634700,5.200000,53.040000,4.340000,6.050000
2005-05-01,193.600000,98.825686,6479.200000,3.000000,96.725100,5.100000,49.830000,4.140000,6.010000
2005-06-01,193.700000,100.625796,6511.800000,3.040000,97.148300,5.000000,56.260000,4.000000,5.860000
2005-07-01,194.900000,101.558217,6543.700000,3.260000,96.839700,5.000000,58.700000,4.180000,5.950000
2005-08-01,196.100000,99.725682,6576.500000,3.500000,97.158400,4.900000,64.970000,4.260000,5.960000
2005-09-01,198.800000,99.193968,6610.300000,3.620000,95.276400,5.000000,65.570000,4.200000,6.030000
2005-10-01,199.100000,100.729464,6644.100000,3.780000,96.441100,5.000000,62.370000,4.460000,6.300000
2005-11-01,198.100000,102.455018,6660.800000,4.000000,97.501600,5.000000,58.300000,4.540000,6.390000
2005-12-01,198.100000,101.548632,6688.000000,4.160000,97.972300,4.900000,59.430000,4.470000,6.320000
2006-01-01,199.300000,100.000000,6730.300000,4.290000,98.127000,4.700000,65.510000,4.420000,6.240000
2006-02-01,199.400000,100.790700,6754.900000,4.490000,98.168700,4.800000,61.630000,4.570000,6.270000
2006-03-01,199.700000,100.756700,6769.500000,4.590000,98.391300,4.700000,62.900000,4.720000,6.410000
2006-04-01,200.700000,99.411800,6807.000000,4.790000,98.682600,4.700000,69.690000,4.990000,6.680000
2006-05-01,201.300000,95.556900,6813.900000,4.940000,98.707400,4.600000,70.940000,5.110000,6.750000
2006-06-01,201.800000,96.561700,6852.100000,4.990000,99.039800,4.600000,70.960000,5.110000,6.780000
2006-07-01,202.900000,97.031600,6893.900000,5.240000,98.975100,4.700000,74.410000,5.090000,6.760000
2006-08-01,203.800000,96.115500,6925.300000,5.250000,99.404700,4.700000,73.050000,4.880000,6.590000
2006-09-01,202.800000,96.546100,6952.600000,5.250000,99.224600,4.500000,63.870000,4.720000,6.430000
2006-10-01,201.900000,97.481900,7002.000000,5.250000,99.122900,4.400000,58.880000,4.730000,6.420000
2006-11-01,202.000000,96.464100,7037.500000,5.250000,99.096300,4.500000,59.370000,4.600000,6.200000
2006-12-01,203.100000,95.783100,7080.400000,5.240000,100.112500,4.400000,62.030000,4.560000,6.220000
2007-01-01,203.437000,97.485300,7118.500000,5.250000,99.754600,4.600000,54.570000,4.760000,6.340000
2007-02-01,204.226000,97.075300,7134.600000,5.260000,100.716600,4.500000,59.260000,4.720000,6.280000
2007-03-01,205.288000,96.183000,7168.500000,5.260000,100.895200,4.400000,60.560000,4.560000,6.270000
2007-04-01,205.904000,94.475700,7241.000000,5.250000,101.572300,4.500000,63.970000,4.690000,6.390000
2007-05-01,206.755000,93.628700,7254.900000,5.250000,101.626900,4.400000,63.460000,4.750000,6.390000
2007-06-01,207.234000,93.253200,7288.100000,5.250000,101.654700,4.600000,67.480000,5.100000,6.700000
2007-07-01,207.603000,91.574400,7319.000000,5.260000,101.495300,4.700000,74.180000,5.000000,6.650000
2007-08-01,207.667000,91.693900,7395.100000,5.020000,101.694300,4.600000,72.390000,4.670000,6.650000
2007-09-01,208.547000,89.817700,7413.300000,4.940000,101.942800,4.700000,79.930000,4.520000,6.590000
2007-10-01,209.190000,87.408700,7428.400000,4.760000,101.644600,4.700000,86.200000,4.530000,6.480000
2007-11-01,210.834000,85.383900,7453.800000,4.490000,102.216700,4.700000,94.620000,4.150000,6.400000
2007-12-01,211.445000,87.229100,7484.200000,4.240000,102.276400,5.000000,91.730000,4.100000,6.650000
2008-01-01,212.174000,86.629100,7517.800000,3.940000,102.149300,5.000000,92.950000,3.740000,6.540000
2008-02-01,212.687000,86.054200,7604.200000,2.980000,101.775600,4.900000,95.350000,3.740000,6.820000
2008-03-01,213.448000,83.408900,7670.300000,2.610000,101.450800,5.100000,105.560000,3.510000,6.890000
2008-04-01,213.942000,83.517100,7712.800000,2.280000,100.755400,5.000000,112.570000,3.680000,6.970000
2008-05-01,215.208000,83.810100,7725.500000,1.980000,100.133600,5.400000,125.390000,3.880000,6.930000
2008-06-01,217.463000,84.555800,7744.200000,2.000000,99.872800,5.600000,133.930000,4.100000,7.070000
2008-07-01,219.016000,83.927300,7791.500000,2.010000,99.419400,5.800000,133.440000,4.010000,7.160000
2008-08-01,218.690000,87.791300,7806.100000,2.000000,97.849100,6.100000,116.610000,3.890000,7.150000
2008-09-01,218.877000,89.687000,7872.700000,1.810000,93.557600,6.100000,103.900000,3.690000,7.310000
2008-10-01,216.995000,96.041300,7975.300000,0.970000,94.498500,6.500000,76.650000,3.810000,8.880000
2008-11-01,213.153000,99.173100,8027.300000,0.390000,93.261700,6.800000,57.440000,3.530000,9.210000
2008-12-01,211.398000,96.818200,8205.000000,0.160000,90.626600,7.300000,41.020000,2.420000,8.430000
2009-01-01,211.933000,97.412200,8289.400000,0.150000,88.371200,7.800000,41.740000,2.520000,8.140000
2009-02-01,212.705000,100.012700,8319.600000,0.220000,87.843000,8.300000,39.160000,2.870000,8.080000
2009-03-01,212.495000,100.557100,8386.700000,0.180000,86.468900,8.700000,47.980000,2.820000,8.420000
2009-04-01,212.709000,98.586000,8391.400000,0.150000,85.790300,9.000000,49.790000,2.930000,8.390000
2009-05-01,213.022000,94.473300,8449.500000,0.180000,84.943600,9.400000,59.160000,3.290000,8.060000
2009-06-01,214.790000,92.031000,8459.500000,0.210000,84.674600,9.500000,69.680000,3.720000,7.500000
2009-07-01,214.726000,91.362800,8463.800000,0.160000,85.685300,9.500000,64.090000,3.560000,7.090000
2009-08-01,215.445000,89.907800,8463.300000,0.160000,86.639300,9.600000,71.060000,3.590000,6.580000
2009-09-01,215.861000,88.501400,8461.800000,0.150000,87.382100,9.800000,69.460000,3.400000,6.310000
2009-10-01,216.509000,87.045700,8488.100000,0.120000,87.580900,10.000000,75.820000,3.390000,6.290000
2009-11-01,217.234000,86.521700,8517.300000,0.120000,87.938800,9.900000,78.080000,3.400000,6.320000
2009-12-01,217.347000,87.531900,8512.500000,0.120000,88.240400,9.900000,74.300000,3.590000,6.370000
2010-01-01,217.488000,88.192800,8478.000000,0.110000,89.189700,9.800000,78.220000,3.730000,6.250000
2010-02-01,217.281000,90.285300,8527.600000,0.130000,89.504600,9.800000,76.420000,3.690000,6.340000
2010-03-01,217.353000,89.946000,8523.700000,0.160000,90.135600,9.900000,81.240000,3.730000,6.270000
2010-04-01,217.403000,90.013700,8555.100000,0.200000,90.460700,9.900000,84.480000,3.850000,6.250000
2010-05-01,217.290000,93.832400,8609.300000,0.200000,91.701400,9.600000,73.840000,3.420000,6.050000
2010-06-01,217.199000,94.483300,8628.400000,0.180000,91.903300,9.400000,75.350000,3.200000,6.230000
2010-07-01,217.605000,91.790600,8639.800000,0.180000,92.254900,9.400000,76.370000,3.010000,6.010000
2010-08-01,217.923000,90.824100,8688.200000,0.190000,92.593600,9.500000,76.820000,2.700000,5.660000
2010-09-01,218.275000,89.714100,8718.900000,0.190000,92.853300,9.500000,75.310000,2.650000,5.660000
2010-10-01,219.035000,86.587000,8768.700000,0.190000,92.603300,9.400000,81.900000,2.540000,5.720000
2010-11-01,219.590000,87.158000,8789.300000,0.190000,92.668600,9.800000,84.140000,2.760000,5.920000
2010-12-01,220.472000,88.284100,8822.900000,0.180000,93.591600,9.300000,89.040000,3.290000,6.100000
2011-01-01,221.187000,87.248300,8845.200000,0.170000,93.388900,9.100000,89.420000,3.390000,6.090000
2011-02-01,221.898000,86.106900,8909.000000,0.160000,93.004500,9.000000,89.580000,3.580000,6.150000
2011-03-01,223.046000,84.707300,8967.000000,0.140000,93.968400,9.000000,102.940000,3.410000,6.030000
2011-04-01,224.093000,83.144000,9030.400000,0.100000,93.657100,9.100000,110.040000,3.460000,6.020000
2011-05-01,224.806000,83.304700,9102.700000,0.090000,93.772300,9.000000,101.330000,3.170000,5.780000
2011-06-01,224.806000,83.228100,9176.700000,0.090000,94.049300,9.100000,96.290000,3.000000,5.750000
2011-07-01,225.395000,82.678300,9338.700000,0.070000,94.495800,9.000000,97.190000,3.000000,5.760000
2011-08-01,226.106000,82.693800,9525.100000,0.100000,95.097400,9.000000,86.330000,2.300000,5.360000
2011-09-01,226.597000,85.338200,9545.300000,0.080000,95.024400,9.000000,85.610000,1.980000,5.270000
2011-10-01,226.750000,85.899100,9578.100000,0.070000,95.689100,8.800000,86.410000,2.150000,5.370000
2011-11-01,227.169000,86.620200,9629.800000,0.080000,95.677800,8.600000,97.210000,2.010000,5.140000
2011-12-01,227.223000,87.818200,9677.400000,0.070000,96.180900,8.500000,98.570000,1.980000,5.250000
2012-01-01,227.842000,87.963100,9750.500000,0.080000,96.759500,8.300000,100.240000,1.970000,5.230000
2012-02-01,228.329000,86.618600,9802.200000,0.100000,97.066200,8.300000,102.250000,1.970000,5.140000
2012-03-01,228.807000,87.316600,9846.200000,0.130000,96.560900,8.200000,106.190000,2.170000,5.230000
2012-04-01,229.187000,87.161000,9899.800000,0.140000,97.251000,8.200000,103.330000,2.050000,5.190000
2012-05-01,228.713000,88.510800,9943.000000,0.160000,97.459500,8.200000,94.700000,1.800000,5.070000
2012-06-01,228.524000,89.888400,10013.000000,0.160000,97.476800,8.200000,82.410000,1.620000,5.020000
2012-07-01,228.590000,90.070100,10065.700000,0.160000,97.671400,8.200000,87.930000,1.530000,4.870000
2012-08-01,229.918000,88.892200,10136.400000,0.130000,97.273400,8.100000,94.160000,1.680000,4.910000
2012-09-01,231.015000,86.907100,10216.600000,0.140000,97.221700,7.800000,94.720000,1.720000,4.840000
2012-10-01,231.638000,87.062700,10282.800000,0.160000,97.531100,7.800000,89.570000,1.750000,4.580000
2012-11-01,231.249000,88.103400,10351.800000,0.160000,97.908400,7.700000,86.660000,1.650000,4.510000
2012-12-01,231.221000,87.468800,10474.400000,0.160000,98.188400,7.900000,88.250000,1.720000,4.630000
2013-01-01,231.679000,87.958000,10497.600000,0.140000,98.173600,8.000000,94.690000,1.910000,4.730000
2013-02-01,232.937000,89.197800,10516.600000,0.150000,98.643400,7.700000,95.320000,1.980000,4.850000
2013-03-01,232.282000,91.151000,10572.900000,0.140000,99.047000,7.500000,93.050000,1.960000,4.850000
2013-04-01,231.797000,91.018900,10600.400000,0.150000,98.944500,7.600000,92.070000,1.760000,4.590000
2013-05-01,231.893000,91.811300,10634.700000,0.110000,99.038300,7.500000,94.800000,1.930000,4.730000
2013-06-01,232.445000,91.045300,10692.300000,0.090000,99.222100,7.500000,95.800000,2.300000,5.190000
2013-07-01,232.900000,92.220400,10731.500000,0.090000,98.898700,7.300000,104.610000,2.580000,5.320000
2013-08-01,233.456000,91.166700,10789.600000,0.080000,99.489700,7.200000,106.570000,2.740000,5.420000
2013-09-01,233.544000,90.724100,10850.000000,0.080000,100.021000,7.200000,106.290000,2.810000,5.470000
2013-10-01,233.669000,89.622200,10974.200000,0.090000,99.903700,7.200000,100.540000,2.620000,5.310000
2013-11-01,234.100000,90.750800,10982.900000,0.080000,100.158200,6.900000,93.860000,2.720000,5.380000
2013-12-01,234.719000,90.932000,11047.800000,0.090000,100.374000,6.700000,97.630000,2.900000,5.380000
2014-01-01,235.288000,91.994400,11117.600000,0.070000,99.989900,6.600000,94.620000,2.860000,5.190000
2014-02-01,235.547000,91.848500,11183.200000,0.070000,100.747100,6.700000,100.820000,2.710000,5.100000
2014-03-01,236.028000,91.470000,11219.100000,0.080000,101.743500,6.700000,100.800000,2.720000,5.060000
2014-04-01,236.468000,91.104700,11264.000000,0.090000,101.827300,6.200000,102.070000,2.710000,4.900000
2014-05-01,236.918000,90.928300,11328.500000,0.090000,102.239200,6.300000,102.180000,2.560000,4.760000
2014-06-01,237.231000,91.148800,11383.700000,0.100000,102.577400,6.100000,105.790000,2.600000,4.800000
2014-07-01,237.498000,90.961900,11438.400000,0.090000,102.795400,6.200000,103.590000,2.540000,4.730000
2014-08-01,237.460000,92.437500,11462.500000,0.090000,102.632200,6.100000,96.540000,2.420000,4.690000
2014-09-01,237.477000,94.806000,11503.700000,0.090000,102.941700,5.900000,93.210000,2.530000,4.800000
2014-10-01,237.430000,96.294300,11577.500000,0.090000,102.961100,5.700000,84.400000,2.300000,4.690000
2014-11-01,236.983000,98.461600,11618.200000,0.090000,103.597800,5.800000,75.790000,2.330000,4.790000
2014-12-01,236.252000,100.083800,11701.900000,0.120000,103.615100,5.600000,59.290000,2.210000,4.740000
2015-01-01,234.747000,104.059300,11788.800000,0.110000,102.792300,5.700000,47.220000,1.880000,4.450000
2015-02-01,235.342000,105.935400,11905.600000,0.110000,102.136600,5.500000,50.580000,1.980000,4.510000
2015-03-01,235.976000,109.018100,11903.700000,0.110000,101.786900,5.400000,47.820000,2.040000,4.540000
2015-04-01,236.222000,108.016000,11937.600000,0.120000,101.225500,5.400000,54.450000,1.940000,4.480000
2015-05-01,237.001000,105.843400,11965.000000,0.120000,100.767500,5.600000,59.270000,2.200000,4.890000
2015-06-01,237.657000,106.402300,12005.600000,0.130000,100.458800,5.300000,59.820000,2.360000,5.130000
2015-07-01,238.034000,108.724300,12049.200000,0.130000,101.089300,5.200000,50.900000,2.320000,5.200000
2015-08-01,238.033000,108.981400,12093.700000,0.140000,100.916500,5.100000,42.870000,2.170000,5.190000
2015-09-01,237.498000,108.884200,12154.800000,0.140000,100.633000,5.000000,45.480000,2.170000,5.340000
2015-10-01,237.733000,108.323000,12206.100000,0.120000,100.156300,5.000000,46.220000,2.070000,5.340000
2015-11-01,238.017000,111.441600,12297.500000,0.120000,99.436600,5.100000,42.440000,2.260000,5.460000
2015-12-01,237.761000,111.734500,12368.700000,0.240000,98.947100,5.000000,37.190000,2.240000,5.460000
2016-01-01,237.652000,113.245000,12506.000000,0.340000,99.439100,4.800000,31.680000,2.090000,5.450000
2016-02-01,237.336000,110.885500,12578.200000,0.380000,98.923200,4.900000,30.320000,1.780000,5.340000
2016-03-01,238.080000,108.997200,12629.000000,0.360000,98.163500,5.000000,37.550000,1.890000,5.130000
2016-04-01,238.992000,106.563000,12708.000000,0.370000,98.477500,5.100000,40.750000,1.810000,4.790000
2016-05-01,239.557000,106.972000,12775.000000,0.370000,98.254900,4.800000,46.710000,1.810000,4.680000
2016-06-01,240.222000,106.884300,12835.400000,0.380000,98.731500,4.900000,48.760000,1.640000,4.530000
2016-07-01,240.101000,108.729400,12889.700000,0.390000,98.845200,4.800000,44.650000,1.500000,4.220000
2016-08-01,240.545000,107.534500,12973.900000,0.400000,98.742700,4.900000,44.720000,1.560000,4.240000
2016-09-01,241.176000,107.825700,13034.200000,0.400000,98.655200,5.000000,45.180000,1.630000,4.310000
2016-10-01,241.741000,110.104800,13107.500000,0.400000,98.723700,4.900000,49.780000,1.760000,4.380000
2016-11-01,242.026000,112.060100,13181.000000,0.410000,98.344300,4.700000,45.660000,2.140000,4.710000
2016-12-01,242.637000,114.018900,13226.100000,0.540000,99.040600,4.700000,51.970000,2.490000,4.830000
2017-01-01,243.618000,113.081600,13300.700000,0.650000,98.815800,4.700000,52.500000,2.430000,4.660000
2017-02-01,244.006000,112.322800,13367.300000,0.660000,98.435600,4.600000,53.470000,2.420000,4.640000
2017-03-01,243.892000,112.990900,13428.700000,0.790000,99.049200,4.400000,49.330000,2.480000,4.680000
2017-04-01,244.193000,112.395000,13484.700000,0.900000,100.041600,4.400000,51.060000,2.300000,4.570000
2017-05-01,244.004000,111.398600,13536.700000,0.910000,100.128000,4.400000,48.480000,2.300000,4.550000
2017-06-01,244.163000,109.733800,13558.500000,1.040000,100.337000,4.300000,45.180000,2.190000,4.370000
2017-07-01,244.243000,107.062700,13615.400000,1.150000,100.086500,4.300000,46.630000,2.320000,4.390000
2017-08-01,245.183000,105.547400,13674.600000,1.160000,99.632300,4.400000,48.040000,2.210000,4.310000
2017-09-01,246.435000,104.161400,13723.000000,1.150000,99.748200,4.300000,49.820000,2.200000,4.300000
2017-10-01,246.626000,106.072600,13782.300000,1.150000,100.989300,4.200000,51.580000,2.360000,4.320000
2017-11-01,247.284000,106.639600,13814.900000,1.160000,101.249300,4.200000,56.640000,2.350000,4.270000
2017-12-01,247.805000,106.118100,13873.800000,1.300000,101.487100,4.100000,57.880000,2.400000,4.220000
2018-01-01,248.859000,103.194300,13883.200000,1.410000,101.485200,4.000000,63.700000,2.580000,4.260000
2018-02-01,249.529000,102.503500,13919.300000,1.420000,101.731900,4.100000,62.230000,2.860000,4.510000
2018-03-01,249.577000,103.164100,13976.000000,1.510000,102.194300,4.000000,62.730000,2.840000,4.640000
2018-04-01,250.227000,103.239900,13993.900000,1.690000,103.355100,4.000000,66.250000,2.870000,4.670000
2018-05-01,250.792000,106.090200,14049.600000,1.700000,102.381000,3.800000,69.980000,2.980000,4.830000
2018-06-01,251.018000,107.363300,14109.900000,1.820000,103.225600,4.000000,67.870000,2.910000,4.830000
2018-07-01,251.214000,107.734700,14144.200000,1.910000,103.356100,3.800000,70.980000,2.890000,4.790000
2018-08-01,251.663000,108.254600,14193.900000,1.910000,104.058500,3.800000,68.060000,2.890000,4.770000
2018-09-01,252.182000,107.676400,14229.300000,1.950000,104.103800,3.700000,70.230000,3.000000,4.880000
2018-10-01,252.772000,108.596900,14241.400000,2.190000,103.929700,3.800000,70.750000,3.150000,5.070000
2018-11-01,252.594000,109.684700,14260.800000,2.200000,104.012600,3.800000,56.960000,3.120000,5.220000
2018-12-01,252.767000,110.211800,14382.600000,2.270000,104.045100,3.900000,49.520000,2.830000,5.130000
2019-01-01,252.561000,109.152700,14446.100000,2.400000,103.359800,4.000000,51.380000,2.710000,5.120000
2019-02-01,253.319000,109.409700,14481.200000,2.400000,102.825100,3.800000,54.950000,2.680000,4.950000
2019-03-01,254.277000,109.947600,14526.200000,2.410000,102.836100,3.800000,58.150000,2.570000,4.840000
2019-04-01,255.233000,110.437900,14554.500000,2.420000,102.274800,3.700000,63.860000,2.530000,4.700000
2019-05-01,255.296000,110.876400,14652.400000,2.390000,102.417600,3.600000,60.830000,2.400000,4.630000
2019-06-01,255.213000,109.831200,14771.400000,2.380000,102.542500,3.600000,54.660000,2.070000,4.460000
2019-07-01,255.802000,109.974100,14853.500000,2.400000,102.005700,3.700000,57.350000,2.060000,4.280000
2019-08-01,256.036000,110.757100,14934.700000,2.130000,102.781400,3.600000,54.810000,1.630000,3.870000
2019-09-01,256.430000,111.196700,15031.400000,2.040000,102.460100,3.500000,56.950000,1.700000,3.910000
2019-10-01,257.155000,110.727300,15167.300000,1.830000,101.587800,3.600000,53.960000,1.710000,3.920000
2019-11-01,257.879000,110.707300,15276.900000,1.550000,102.149400,3.600000,57.030000,1.810000,3.940000
2019-12-01,258.630000,109.998100,15348.000000,1.550000,101.942100,3.600000,59.880000,1.860000,3.880000
2020-01-01,259.127000,109.879500,15416.800000,1.550000,101.337200,3.600000,57.520000,1.760000,3.770000
2020-02-01,259.250000,111.434800,15467.000000,1.580000,101.671800,3.500000,50.540000,1.500000,3.610000
2020-03-01,258.076000,112.713900,15993.800000,0.650000,97.606000,4.400000,29.210000,0.870000,4.290000
2020-04-01,256.032000,113.623300,17005.800000,0.050000,84.681200,14.800000,16.550000,0.660000,4.130000
2020-05-01,255.802000,113.205500,17853.400000,0.050000,86.010800,13.200000,28.560000,0.670000,3.950000
2020-06-01,257.042000,110.341700,18141.100000,0.080000,91.674500,11.000000,38.310000,0.730000,3.640000
2020-07-01,258.352000,108.826400,18298.000000,0.090000,95.003700,10.200000,40.710000,0.620000,3.310000
2020-08-01,259.316000,106.220000,18364.300000,0.100000,95.929400,8.400000,42.340000,0.650000,3.270000
2020-09-01,259.997000,106.554000,18596.600000,0.090000,95.891400,7.800000,39.630000,0.680000,3.360000
2020-10-01,260.319000,106.532100,18751.300000,0.090000,96.525600,6.900000,39.400000,0.790000,3.440000
2020-11-01,260.911000,105.634000,18979.100000,0.090000,96.952900,6.700000,40.940000,0.870000,3.300000
2020-12-01,262.045000,103.285200,19133.200000,0.090000,98.203900,6.700000,47.020000,0.930000,3.160000
